renderer,test_id,kind,outcome,framebuffer_fnv1a64,guest_total_us_diagnostic_only,performance_qualified
vulkan,surface.vulkan_memory_pressure.stress.plateau,leaf,PASS,196f33989be28325,475126,false
vulkan,surface.vulkan_memory_pressure.stress.alias_resize,leaf,PASS,84a8d75f1f9d1b25,535340,false
vulkan,surface.vulkan_memory_pressure.stress.reuse,leaf,PASS,fb2a6abd1cbfc725,529905,false
vulkan,surface.vulkan_memory_pressure.stress.idle_retention,leaf,PASS,430711a262877725,2789,false
vulkan,surface.vulkan_memory_pressure.stress,group,PASS,7e188dabb186cb25,0,false
vulkan,tiny_draw.arrays.fixed_function,leaf,PASS,acf025546cf667b5,220651,false
vulkan,tiny_draw.arrays.vertex_shader,leaf,PASS,acf025546cf667b5,219409,false
vulkan,tiny_draw.inline_arrays.fixed_function,leaf,PASS,acf025546cf667b5,327223,false
vulkan,tiny_draw.inline_arrays.vertex_shader,leaf,PASS,acf025546cf667b5,337062,false
vulkan,tiny_draw.inline_buffers.fixed_function,leaf,PASS,acf025546cf667b5,384270,false
vulkan,tiny_draw.inline_buffers.vertex_shader,leaf,PASS,acf025546cf667b5,393001,false
vulkan,tiny_draw.inline_elements.fixed_function,leaf,PASS,acf025546cf667b5,213418,false
vulkan,tiny_draw.inline_elements.vertex_shader,leaf,PASS,acf025546cf667b5,216066,false
vulkan,uniform_thrash.uniform_thrash,leaf,PASS,09eb5907ef624c25,24583,false
vulkan,vertex_buffer_allocation.mixed.arrays,leaf,PASS,377e6c029807f325,250822,false
vulkan,vertex_buffer_allocation.mixed.inline_arrays,leaf,PASS,377e6c029807f325,1435434,false
vulkan,vertex_buffer_allocation.mixed.inline_buffers,leaf,PASS,377e6c029807f325,6113225,false
vulkan,vertex_buffer_allocation.mixed.inline_elements,leaf,PASS,377e6c029807f325,378319,false
vulkan,vertex_buffer_allocation.tiny.arrays,leaf,PASS,377e6c029807f325,866786,false
vulkan,vertex_buffer_allocation.tiny.inline_arrays,leaf,PASS,377e6c029807f325,533455,false
vulkan,vertex_buffer_allocation.tiny.inline_buffers,leaf,PASS,377e6c029807f325,403260,false
vulkan,vertex_buffer_allocation.tiny.inline_elements,leaf,PASS,377e6c029807f325,561859,false
vulkan,vertex_buffer_allocation.rising_transient_growth,leaf,PASS,377e6c029807f325,719416,false
vulkan,vertex_buffer_allocation.disjoint_same_page,leaf,PASS,fdcd25a37910bb25,400470,false
