target_pid,submitting_tid,type,count,gpu_time_us,initialized_s,submitted_s,start_execution_s,finished_s,ane
6568,5992,Render,1,653.500,41.029814000,41.029831800,41.030202200,41.030855700,1/10/1
6568,5992,Render,1,653.500,41.118986400,41.119004900,41.119311100,41.119964600,1/10/1
6568,5992,Render,1,653.300,23.896107800,23.896162800,23.896162800,23.896816100,1/10/1
6568,5992,Render,1,653.300,31.538803600,31.538821300,31.539163700,31.539817000,1/10/1
6568,5992,Render,1,653.300,32.192826100,32.192839600,32.193180600,32.193833900,1/10/1
6568,5992,Render,1,653.200,32.021323100,32.021342900,32.021680000,32.022333200,1/10/1
6568,5992,Render,1,653.100,40.753477900,40.753491700,40.753822200,40.754475300,1/10/1
6568,5992,Render,1,653.000,22.332539400,22.332552600,22.332890000,22.333543000,1/10/1
6568,4612,Render,1,653.000,23.162707000,23.162733000,23.162733000,23.163386000,1/1/1
6568,4612,Render,1,653.000,29.755272000,29.755322500,29.755322500,29.755975500,1/1/1
6568,5992,Render,1,653.000,31.718148200,31.718161500,31.718498300,31.719151300,1/10/1
6568,5992,Render,1,652.900,31.937295300,31.937309000,31.937648800,31.938301700,1/10/1
6568,5992,Render,1,652.900,32.737303100,32.737316600,32.737650600,32.738303500,1/10/1
6568,5992,Render,1,652.900,33.036138600,33.036152100,33.036486500,33.037139400,1/10/1
6568,4612,Render,1,652.700,25.550290500,25.550345700,25.550345700,25.550998400,1/1/1
6568,5992,Render,1,652.700,26.161512700,26.161527300,26.161527300,26.162180000,1/10/1
6568,5992,Render,1,652.700,40.435611900,40.435629800,40.435966500,40.436619200,1/10/1
6568,5992,Render,1,652.600,26.550452200,26.550465800,26.550849400,26.551502000,1/10/1
6568,5992,Render,1,652.500,33.163402100,33.163415700,33.163770400,33.164422900,1/10/1
6568,5992,Render,1,652.500,39.312888400,39.312934700,39.312934700,39.313587200,1/10/1
6568,5992,Render,1,652.400,32.235415700,32.235434400,32.235773200,32.236425600,1/10/1
6568,5992,Render,1,652.300,41.649447800,41.649461400,41.649801900,41.650454200,1/10/1
6568,5992,Render,1,652.200,24.428324600,24.428338400,24.428692600,24.429344800,1/10/1
6568,5992,Render,1,652.200,28.991065800,28.991084100,28.991423000,28.992075200,1/10/1
6568,5992,Render,1,652.200,31.626240200,31.626268600,31.626581500,31.627233700,1/10/1
6568,5992,Render,1,652.100,23.227450400,23.227528500,23.227528500,23.228180600,1/10/1
6568,5992,Render,1,652.100,29.122601000,29.122614500,29.122956700,29.123608800,1/10/1
6568,4612,Render,1,652.100,33.343842000,33.343877200,33.343877200,33.344529300,1/1/1
6568,5992,Render,1,652.100,40.304865700,40.304879400,40.305221000,40.305873100,1/10/1
6568,4612,Render,1,652.000,31.342592700,31.342613200,31.342613200,31.343265200,1/1/1
6568,5992,Render,1,652.000,32.866293400,32.866312400,32.866631100,32.867283100,1/10/1
6568,5992,Render,1,652.000,39.836777900,39.836791900,39.837132100,39.837784100,1/10/1
6568,5992,Render,1,651.900,27.639131000,27.639144600,27.639482500,27.640134400,1/10/1
6568,5992,Render,1,651.900,39.966426700,39.966444400,39.966782500,39.967434400,1/10/1
6568,5992,Render,1,651.900,41.073481000,41.073494400,41.073824800,41.074476700,1/10/1
6568,5992,Render,1,651.700,28.787582300,28.787598200,28.787598200,28.788249900,1/10/1
6568,5992,Render,1,651.700,41.503291100,41.503312800,41.503617100,41.504268800,1/10/1
6568,4612,Render,1,651.600,29.794550000,29.794563300,29.794957500,29.795609100,1/1/1
6568,5992,Render,1,651.600,32.950665900,32.950679100,32.951017400,32.951669000,1/10/1
6568,4612,Render,1,651.600,41.246346200,41.246366600,41.246366600,41.247018200,1/1/1
6568,5992,Render,1,651.600,41.779160300,41.779182000,41.779182000,41.779833600,1/10/1
6568,5992,Render,1,651.500,32.556828500,32.556842600,32.557201900,32.557853400,1/10/1
6568,5992,Render,1,651.400,38.161993200,38.162041500,38.162041500,38.162692900,1/10/1
6568,5992,Render,1,651.400,41.605151200,41.605178100,41.605494500,41.606145900,1/10/1
6568,5992,Render,1,651.100,32.992681500,32.992704000,32.993024000,32.993675100,1/10/1
6568,5992,Render,1,650.800,22.426416300,22.426436400,22.426764300,22.427415100,1/10/1
6568,5992,Render,1,650.800,31.893521500,31.893564600,31.893858900,31.894509700,1/10/1
6568,5992,Render,1,650.800,40.052442100,40.052471800,40.052774800,40.053425600,1/10/1
6568,5992,Render,1,650.700,22.248519400,22.248544000,22.248874500,22.249525200,1/10/1
6568,5992,Render,1,650.700,22.471433200,22.471446100,22.471776500,22.472427200,1/10/1
6568,4612,Render,1,650.700,26.080327500,26.080346900,26.080346900,26.080997600,1/1/1
6568,5992,Render,1,650.700,36.807966800,36.807981100,36.808349600,36.809000300,1/10/1
6568,5992,Render,1,650.600,23.958803500,23.958816900,23.959151600,23.959802200,1/10/1
6568,5992,Render,1,650.500,25.719092500,25.719105600,25.719445300,25.720095800,1/10/1
6568,5992,Render,1,650.500,39.792797400,39.792811500,39.793156200,39.793806700,1/10/1
6568,5992,Render,1,650.300,30.276484200,30.276501700,30.276833500,30.277483800,1/10/1
6568,4612,Render,1,650.200,36.077981800,36.078082400,36.078625200,36.079275400,1/1/1
6568,5992,Render,1,650.100,22.375571100,22.375584400,22.375920400,22.376570500,1/10/1
6568,5992,Render,1,650.000,36.978933200,36.978946200,36.979288300,36.979938300,1/10/1
6568,5992,Render,1,650.000,40.528299400,40.528313900,40.528313900,40.528963900,1/10/1
6568,5992,Render,1,649.900,39.708669800,39.708683300,39.709026800,39.709676700,1/10/1
6568,5992,Render,1,649.800,24.002419300,24.002432800,24.002764800,24.003414600,1/10/1
6568,5992,Render,1,649.800,41.158946800,41.158965800,41.159284200,41.159934000,1/10/1
6568,5992,Render,1,649.700,25.777086600,25.777100200,25.777432300,25.778082000,1/10/1
6568,5992,Render,1,649.400,22.291148400,22.291166600,22.291510300,22.292159700,1/10/1
6568,5992,Render,1,649.400,24.512058700,24.512085300,24.512518000,24.513167400,1/10/1
6568,5992,Render,1,649.400,25.548226000,25.548239300,25.548589300,25.549238700,1/10/1
6568,5992,Render,1,649.100,22.061580300,22.061593900,22.061926300,22.062575400,1/10/1
6568,5992,Render,1,649.100,35.399038900,35.399052100,35.399393300,35.400042400,1/10/1
6568,5992,Render,1,648.900,37.585688200,37.585702200,37.586034900,37.586683800,1/10/1
6568,4612,Render,1,648.400,40.397621300,40.397703400,40.397703400,40.398351800,1/1/1
6568,5992,Render,1,648.300,35.942862100,35.942875700,35.943213300,35.943861600,1/10/1
6568,5992,Render,1,648.200,41.285409900,41.285423600,41.285793900,41.286442100,1/10/1
6568,5992,Render,1,648.000,26.945238800,26.945254600,26.945573100,26.946221100,1/10/1
6568,5992,Render,1,648.000,32.106389800,32.106413400,32.106740600,32.107388600,1/10/1
6568,5992,Render,1,648.000,40.843205400,40.843238800,40.843546500,40.844194500,1/10/1
6568,5992,Render,1,647.900,28.162148700,28.162192000,28.162192000,28.162839900,1/10/1
6568,5992,Render,1,647.800,29.038028400,29.038046400,29.038393200,29.039041000,1/10/1
6568,5992,Render,1,647.700,24.702226000,24.702243800,24.702587100,24.703234800,1/10/1
6568,5992,Render,1,647.700,29.253079100,29.253105000,29.253422300,29.254070000,1/10/1
6568,4612,Render,1,647.600,23.258868500,23.258936700,23.258936700,23.259584300,1/1/1
6568,4612,Render,1,647.400,31.540899700,31.540942400,31.540942400,31.541589800,1/1/1
6568,5992,Render,1,647.200,25.329456400,25.329469600,25.329843100,25.330490300,1/10/1
6568,5992,Render,1,647.200,36.439907400,36.439921200,36.440268000,36.440915200,1/10/1
6568,5992,Render,1,647.000,30.402377600,30.402391800,30.402716300,30.403363300,1/10/1
6568,5992,Render,1,647.000,33.612029600,33.612074100,33.612074100,33.612721100,1/10/1
6568,5992,Render,1,647.000,35.898401200,35.898420500,35.898748900,35.899395900,1/10/1
6568,4612,Render,1,646.900,29.451699400,29.451720000,29.451720000,29.452366900,1/1/1
6568,5992,Render,1,646.800,24.556383500,24.556397100,24.556737600,24.557384400,1/10/1
6568,5992,Render,1,646.600,37.195855300,37.195869300,37.196206300,37.196852900,1/10/1
6568,5992,Render,1,646.600,41.691592000,41.691606100,41.691952700,41.692599300,1/10/1
6568,5992,Render,1,646.500,24.470941600,24.470955100,24.471290400,24.471936900,1/10/1
6568,5992,Render,1,646.500,29.971573600,29.971594400,29.971594400,29.972240900,1/10/1
6568,5992,Render,1,646.300,36.391858100,36.391870800,36.392202500,36.392848800,1/10/1
6568,5992,Render,1,646.200,36.297822400,36.297836100,36.298177500,36.298823700,1/10/1
6568,5992,Render,1,646.000,23.486032900,23.486046200,23.486422800,23.487068800,1/10/1
6568,4612,Render,1,646.000,25.288173900,25.288228800,25.288228800,25.288874800,1/1/1
6568,5992,Render,1,646.000,33.846458700,33.846473900,33.846473900,33.847119900,1/10/1
6568,5992,Render,1,645.900,21.848800700,21.848819200,21.849118300,21.849764200,1/10/1
6568,4612,Render,1,645.900,27.712595000,27.712685800,27.712685800,27.713331700,1/1/1
6568,5992,Render,1,645.900,33.252528400,33.252547600,33.252902600,33.253548500,1/10/1
6568,5992,Render,1,645.800,24.260317900,24.260335800,24.260675000,24.261320800,1/10/1
6568,5992,Render,1,645.400,31.293704900,31.293717500,31.294050300,31.294695700,1/10/1
6568,5992,Render,1,645.400,36.483766300,36.483784500,36.484105200,36.484750600,1/10/1
6568,5992,Render,1,645.300,27.032120000,27.032133300,27.032469400,27.033114700,1/10/1
6568,5992,Render,1,645.200,22.116637100,22.116656700,22.116985200,22.117630400,1/10/1
6568,5992,Render,1,645.200,36.075085600,36.075098900,36.075413600,36.076058800,1/10/1
6568,5992,Render,1,645.100,22.644028500,22.644048900,22.644395500,22.645040600,1/10/1
6568,5992,Render,1,644.900,35.987366400,35.987383600,35.987723200,35.988368100,1/10/1
6568,5992,Render,1,644.800,23.399967300,23.399981000,23.400322000,23.400966800,1/10/1
6568,5992,Render,1,644.700,24.220312400,24.220326700,24.220679000,24.221323700,1/10/1
6568,5992,Render,1,644.600,25.372875800,25.372889000,25.373215100,25.373859700,1/10/1
6568,5992,Render,1,644.600,26.776660900,26.776679200,26.776994300,26.777638900,1/10/1
6568,5992,Render,1,644.600,37.067957500,37.067971300,37.068307000,37.068951600,1/10/1
6568,5992,Render,1,644.600,37.239719400,37.239732900,37.240068100,37.240712700,1/10/1
6568,5992,Render,1,644.500,22.206316400,22.206334600,22.206620900,22.207265400,1/10/1
6568,5992,Render,1,644.500,26.989813900,26.989833500,26.990152700,26.990797200,1/10/1
6568,4612,Render,1,644.500,27.236218500,27.236273700,27.236273700,27.236918200,1/1/1
6568,5992,Render,1,644.500,34.016337000,34.016359000,34.016667000,34.017311500,1/10/1
6568,5992,Render,1,644.500,37.542936800,37.542951000,37.543291000,37.543935500,1/10/1
6568,5992,Render,1,644.300,23.303903400,23.303917200,23.304254700,23.304899000,1/10/1
6568,5992,Render,1,644.300,36.252735700,36.252749100,36.253088100,36.253732400,1/10/1
6568,5992,Render,1,644.200,38.228603300,38.228647100,38.228647100,38.229291300,1/10/1
6568,5992,Render,1,644.100,22.732497100,22.732522200,22.732838900,22.733483000,1/10/1
6568,5992,Render,1,644.100,31.628321300,31.628342600,31.628342600,31.628986700,1/10/1
6568,5992,Render,1,644.100,37.373553700,37.373572000,37.373907000,37.374551100,1/10/1
6568,5992,Render,1,643.800,25.418611600,25.418631500,25.418896000,25.419539800,1/10/1
6568,5992,Render,1,643.800,25.506029800,25.506048600,25.506387900,25.507031700,1/10/1
6568,5992,Render,1,643.800,36.210177400,36.210191600,36.210519800,36.211163600,1/10/1
6568,5992,Render,1,643.800,36.936852600,36.936870800,36.937203700,36.937847500,1/10/1
6568,5992,Render,1,643.700,24.599588400,24.599601500,24.599943400,24.600587100,1/10/1
6568,5992,Render,1,643.700,25.462199900,25.462226500,25.462529800,25.463173500,1/10/1
6568,5992,Render,1,643.600,25.766620200,25.766665500,25.766665500,25.767309100,1/10/1
6568,5992,Render,1,643.500,22.514249000,22.514266700,22.514664100,22.515307600,1/10/1
6568,5992,Render,1,643.500,36.529292500,36.529307000,36.529743400,36.530386900,1/10/1
6568,5992,Render,1,643.400,22.558157200,22.558170700,22.558516700,22.559160100,1/10/1
6568,5992,Render,1,643.400,24.342606600,24.342620400,24.342956800,24.343600200,1/10/1
6568,5992,Render,1,643.400,24.870676800,24.870690600,24.871029600,24.871673000,1/10/1
6568,5992,Render,1,643.400,36.350622700,36.350640700,36.350964500,36.351607900,1/10/1
6568,5992,Render,1,643.300,26.860872300,26.860890000,26.861230100,26.861873400,1/10/1
6568,5992,Render,1,643.200,22.817420700,22.817434900,22.817769000,22.818412200,1/10/1
6568,5992,Render,1,643.200,37.023369500,37.023389700,37.023720000,37.024363200,1/10/1
6568,5992,Render,1,643.100,25.590237900,25.590251700,25.590593900,25.591237000,1/10/1
6568,5992,Render,1,643.000,21.891101500,21.891115000,21.891447000,21.892090000,1/10/1
6568,5992,Render,1,643.000,25.083834400,25.083847900,25.084178200,25.084821200,1/10/1
6568,4612,Render,1,643.000,38.011364800,38.011386100,38.011386100,38.012029100,1/1/1
6568,5992,Render,1,642.900,37.154444000,37.154457300,37.154800100,37.155443000,1/10/1
6568,5992,Render,1,642.800,37.112053000,37.112066400,37.112396300,37.113039100,1/10/1
6568,5992,Render,1,642.700,25.820195300,25.820214000,25.820521400,25.821164100,1/10/1
6568,5992,Render,1,642.600,25.040870700,25.040884200,25.041217500,25.041860100,1/10/1
6568,5992,Render,1,642.400,37.501559000,37.501576800,37.501913400,37.502555800,1/10/1
6568,5992,Render,1,642.300,31.252140800,31.252161600,31.252503500,31.253145800,1/10/1
6568,5992,Render,1,642.300,40.379249400,40.379301200,40.379301200,40.379943500,1/10/1
6568,4612,Render,1,642.100,23.165206500,23.165220500,23.165220500,23.165862600,1/1/1
6568,4612,Render,1,642.100,27.291433800,27.291502200,27.291502200,27.292144300,1/1/1
6568,5992,Render,1,642.000,24.956474900,24.956488500,24.956822500,24.957464500,1/10/1
6568,5992,Render,1,641.900,24.741247500,24.741268700,24.741585900,24.742227800,1/10/1
6568,5992,Render,1,641.900,41.460653500,41.460675500,41.461020100,41.461662000,1/10/1
6568,5992,Render,1,641.800,22.600908100,22.600926300,22.601259300,22.601901100,1/10/1
6568,5992,Render,1,641.800,24.641030000,24.641056100,24.641355000,24.641996800,1/10/1
6568,5992,Render,1,641.700,22.859809900,22.859823400,22.860118200,22.860759900,1/10/1
6568,5992,Render,1,641.700,25.464020800,25.464036000,25.464036000,25.464677700,1/10/1
6568,5992,Render,1,641.700,36.033466800,36.033475700,36.033847500,36.034489200,1/10/1
6568,4612,Render,1,641.500,22.863959500,22.863992300,22.863992300,22.864633800,1/1/1
6568,5992,Render,1,641.500,24.303900500,24.303919300,24.304253800,24.304895300,1/10/1
6568,5992,Render,1,641.500,40.828917100,40.828965700,40.828965700,40.829607200,1/10/1
6568,5992,Render,1,641.300,25.331343700,25.331363500,25.331363500,25.332004800,1/10/1
6568,5992,Render,1,641.300,27.376720100,27.376736200,27.377061900,27.377703200,1/10/1
6568,5992,Render,1,641.200,37.458096600,37.458110800,37.458449500,37.459090700,1/10/1
6568,5992,Render,1,641.100,23.865576000,23.865602200,23.865952100,23.866593200,1/10/1
6568,5992,Render,1,641.100,27.083988000,27.084001600,27.084347600,27.084988700,1/10/1
6568,5992,Render,1,640.800,30.896251800,30.896273500,30.896591400,30.897232200,1/10/1
6568,5992,Render,1,640.800,37.332057100,37.332070600,37.332403100,37.333043900,1/10/1
6568,4612,Render,1,640.800,41.463015800,41.463032100,41.463032100,41.463672900,1/1/1
6568,5992,Render,1,640.500,30.144199700,30.144217600,30.144540100,30.145180600,1/10/1
6568,5992,Render,1,640.500,36.118873900,36.118892600,36.119227400,36.119867900,1/10/1
6568,4612,Render,1,640.300,34.937998800,34.938019900,34.938019900,34.938660200,1/1/1
6568,5992,Render,1,640.200,22.773834700,22.773859300,22.774216400,22.774856600,1/10/1
6568,5992,Render,1,640.200,23.906754800,23.906773800,23.907079900,23.907720100,1/10/1
6568,4612,Render,1,640.100,33.630604300,33.630688500,33.630688500,33.631328600,1/1/1
6568,5992,Render,1,640.000,23.127461400,23.127542000,23.127542000,23.128182000,1/10/1
6568,5992,Render,1,639.900,24.999001800,24.999015200,24.999345900,24.999985800,1/10/1
6568,5992,Render,1,639.800,24.132066700,24.132086400,24.132435200,24.133075000,1/10/1
6568,5992,Render,1,639.200,26.821497500,26.821520200,26.821855600,26.822494800,1/10/1
6568,5992,Render,1,639.100,26.421286200,26.421304100,26.421632900,26.422272000,1/10/1
6568,5992,Render,1,639.000,30.230820300,30.230833100,30.231158600,30.231797600,1/10/1
6568,5992,Render,1,638.600,23.162388100,23.162408100,23.162408100,23.163046700,1/10/1
6568,5992,Render,1,638.600,31.078712800,31.078726300,31.079064700,31.079703300,1/10/1
6568,5992,Render,1,638.500,31.121909400,31.121923000,31.122258500,31.122897000,1/10/1
6568,5992,Render,1,638.400,30.187799500,30.187813100,30.188151600,30.188790000,1/10/1
6568,5992,Render,1,638.400,35.808800100,35.808815100,35.808815100,35.809453500,1/10/1
6568,5992,Render,1,638.000,36.254659400,36.254680700,36.254680700,36.255318700,1/10/1
6568,5992,Render,1,637.900,25.629446900,25.629460100,25.629821300,25.630459200,1/10/1
6568,5992,Render,1,637.800,38.180494100,38.180509200,38.180509200,38.181147000,1/10/1
6568,5992,Render,1,637.700,39.454558800,39.454578400,39.454578400,39.455216100,1/10/1
6568,5992,Render,1,637.600,31.163043400,31.163060100,31.163543600,31.164181200,1/10/1
6568,5992,Render,1,637.500,23.777728100,23.777765300,23.777765300,23.778402800,1/10/1
6568,5992,Render,1,637.500,30.457662600,30.457686900,30.458018800,30.458656300,1/10/1
6568,5992,Render,1,637.500,31.209272700,31.209291600,31.209600600,31.210238100,1/10/1
6568,5992,Render,1,637.500,38.528888400,38.528908000,38.529206700,38.529844200,1/10/1
6568,5992,Render,1,637.400,22.688344600,22.688363200,22.688702300,22.689339700,1/10/1
6568,5992,Render,1,637.300,27.235923600,27.235943300,27.235943300,27.236580600,1/10/1
6568,5992,Render,1,637.000,24.826842700,24.826869600,24.827190100,24.827827100,1/10/1
6568,5992,Render,1,636.900,23.354863100,23.354891900,23.355199400,23.355836300,1/10/1
6568,5992,Render,1,636.900,29.668039300,29.668063100,29.668403100,29.669040000,1/10/1
6568,4612,Render,1,636.800,29.352640400,29.352696000,29.352696000,29.353332800,1/1/1
6568,5992,Render,1,636.800,30.992530800,30.992548400,30.992876600,30.993513400,1/10/1
6568,4612,Render,1,636.800,40.257829600,40.257882800,40.257882800,40.258519600,1/1/1
6568,5992,Render,1,636.700,23.177430800,23.177519700,23.177519700,23.178156400,1/10/1
6568,4612,Render,1,636.600,25.241292800,25.241346300,25.241346300,25.241982900,1/1/1
6568,5992,Render,1,636.400,30.849937600,30.849951000,30.850289500,30.850925900,1/10/1
6568,5992,Render,1,636.400,38.128314500,38.128331400,38.128331400,38.128967800,1/10/1
6568,5992,Render,1,636.100,29.969721000,29.969734600,29.970070400,29.970706500,1/10/1
6568,5992,Render,1,636.100,38.428281500,38.428357300,38.428357300,38.428993400,1/10/1
6568,4612,Render,1,636.100,41.202295600,41.202336500,41.202336500,41.202972600,1/1/1
6568,5992,Render,1,635.900,25.676405800,25.676419800,25.676761100,25.677397000,1/10/1
6568,5992,Render,1,635.900,29.753168100,29.753186100,29.753510900,29.754146800,1/10/1
6568,5992,Render,1,635.800,29.585937400,29.585952500,29.586272800,29.586908600,1/10/1
6568,5992,Render,1,635.700,28.654201100,28.654221700,28.654221700,28.654857400,1/10/1
6568,5992,Render,1,635.700,38.612928800,38.612950300,38.613257200,38.613892900,1/10/1
6568,5992,Render,1,635.600,41.121121300,41.121137500,41.121137500,41.121773100,1/10/1
6568,5992,Render,1,635.400,30.102538100,30.102551500,30.102890600,30.103526000,1/10/1
6568,4612,Render,1,635.400,36.582433000,36.582485500,36.582485500,36.583120900,1/1/1
6568,5992,Render,1,635.300,37.289278900,37.289297200,37.289645800,37.290281100,1/10/1
6568,5992,Render,1,635.300,37.769902600,37.769929900,37.769929900,37.770565200,1/10/1
6568,5992,Render,1,635.300,41.651346000,41.651365600,41.651365600,41.652000900,1/10/1
6568,5992,Render,1,635.200,26.292083200,26.292104900,26.292442800,26.293078000,1/10/1
6568,5992,Render,1,635.200,37.025238000,37.025256800,37.025256800,37.025892000,1/10/1
6568,5992,Render,1,635.100,33.972058200,33.972077700,33.972391500,33.973026600,1/10/1
6568,5992,Render,1,634.900,29.882692300,29.882717200,29.883056100,29.883691000,1/10/1
6568,5992,Render,1,634.800,30.541699800,30.541718300,30.542057300,30.542692100,1/10/1
6568,5992,Render,1,634.800,30.754584400,30.754598000,30.754931200,30.755566000,1/10/1
6568,5992,Render,1,634.700,23.277499100,23.277538500,23.277538500,23.278173200,1/10/1
6568,4612,Render,1,634.600,31.995426600,31.995514800,31.995514800,31.996149400,1/1/1
6568,5992,Render,1,634.300,27.595256500,27.595273700,27.595586700,27.596221000,1/10/1
6568,5992,Render,1,634.300,29.542806200,29.542825200,29.543116000,29.543750300,1/10/1
6568,5992,Render,1,634.200,31.036825900,31.036840000,31.037149000,31.037783200,1/10/1
6568,4612,Render,1,634.100,40.209824700,40.209870900,40.209870900,40.210505000,1/1/1
6568,5992,Render,1,633.900,28.428634400,28.428647800,28.428977200,28.429611100,1/10/1
6568,5992,Render,1,633.700,29.626287400,29.626308700,29.626631400,29.627265100,1/10/1
6568,5992,Render,1,633.700,30.582843300,30.582856400,30.583180600,30.583814300,1/10/1
6568,5992,Render,1,633.500,39.408897600,39.408910700,39.409221800,39.409855300,1/10/1
6568,5992,Render,1,633.400,30.054999500,30.055012600,30.055337200,30.055970600,1/10/1
6568,5992,Render,1,633.400,41.737036300,41.737056900,41.737056900,41.737690300,1/10/1
6568,5992,Render,1,633.200,29.791556900,29.791581800,29.791926500,29.792559700,1/10/1
6568,5992,Render,1,633.100,30.499375400,30.499393400,30.499753400,30.500386500,1/10/1
6568,4612,Render,1,633.000,22.603296000,22.603342100,22.603342100,22.603975100,1/1/1
6568,5992,Render,1,632.900,30.805493600,30.805505000,30.805854000,30.806486900,1/10/1
6568,4612,Render,1,632.800,32.601737300,32.601805800,32.601805800,32.602438600,1/1/1
6568,4612,Render,1,632.600,27.378874700,27.378920800,27.378920800,27.379553400,1/1/1
6568,5992,Render,1,632.600,29.709511400,29.709530600,29.709863100,29.710495700,1/10/1
6568,5992,Render,1,632.400,30.318463400,30.318481000,30.318835700,30.319468100,1/10/1
6568,5992,Render,1,632.300,39.669405100,39.669427700,39.669427700,39.670060000,1/10/1
6568,5992,Render,1,631.900,30.667173500,30.667197000,30.667516500,30.668148400,1/10/1
6568,4612,Render,1,631.900,33.212630100,33.212648900,33.212648900,33.213280800,1/1/1
6568,5992,Render,1,631.800,23.259359900,23.259392100,23.259392100,23.260023900,1/10/1
6568,5992,Render,1,631.800,39.280290600,39.280306900,39.280600800,39.281232600,1/10/1
6568,4612,Render,1,631.700,23.115485900,23.115500400,23.115500400,23.116132100,1/1/1
6568,5992,Render,1,631.600,29.925729600,29.925755700,29.926075000,29.926706600,1/10/1
6568,4612,Render,1,631.500,36.879543900,36.879564000,36.879564000,36.880195500,1/1/1
6568,5992,Render,1,631.300,28.868040600,28.868060600,28.868388400,28.869019700,1/10/1
6568,5992,Render,1,631.300,38.572397700,38.572410500,38.572735800,38.573367100,1/10/1
6568,5992,Render,1,631.300,41.028358900,41.028371800,41.028371800,41.029003100,1/10/1
6568,5992,Render,1,631.100,39.493907900,39.493921600,39.494266000,39.494897100,1/10/1
6568,5992,Render,1,630.800,23.110330600,23.110360700,23.110360700,23.110991500,1/10/1
6568,5992,Render,1,630.800,38.741692700,38.741706900,38.742050700,38.742681500,1/10/1
6568,5992,Render,1,630.700,38.879168600,38.879202700,38.879664600,38.880295300,1/10/1
6568,5992,Render,1,630.200,28.742548600,28.742562300,28.742894500,28.743524700,1/10/1
6568,5992,Render,1,630.200,28.826046400,28.826065800,28.826354300,28.826984500,1/10/1
6568,5992,Render,1,630.000,38.396320700,38.396334700,38.396671400,38.397301400,1/10/1
6568,4612,Render,1,629.900,23.161904700,23.161967100,23.161967100,23.162597000,1/1/1
6568,4612,Render,1,629.900,30.501547400,30.501607600,30.501607600,30.502237500,1/1/1
6568,5992,Render,1,629.900,34.628776000,34.628803200,34.628803200,34.629433100,1/10/1
6568,5992,Render,1,629.900,39.622437800,39.622451500,39.622783300,39.623413200,1/10/1
6568,5992,Render,1,629.800,35.061024800,35.061042600,35.061377900,35.062007700,1/10/1
6568,5992,Render,1,629.700,28.652327800,28.652341200,28.652679400,28.653309100,1/10/1
6568,5992,Render,1,629.600,28.909001600,28.909014700,28.909353600,28.909983200,1/10/1
6568,5992,Render,1,629.500,33.343544500,33.343563900,33.343563900,33.344193400,1/10/1
6568,5992,Render,1,629.500,38.310968300,38.310981700,38.311324100,38.311953600,1/10/1
6568,5992,Render,1,629.500,39.052544400,39.052557400,39.052892700,39.053522200,1/10/1
6568,5992,Render,1,629.500,39.094236500,39.094249500,39.094577400,39.095206900,1/10/1
6568,5992,Render,1,629.300,33.444400800,33.444417300,33.444417300,33.445046600,1/10/1
6568,5992,Render,1,629.200,27.421111900,27.421129900,27.421472700,27.422101900,1/10/1
6568,5992,Render,1,629.200,28.345367000,28.345386300,28.345712600,28.346341800,1/10/1
6568,5992,Render,1,629.000,28.259949400,28.259967400,28.260257800,28.260886800,1/10/1
6568,5992,Render,1,628.900,28.011397300,28.011419400,28.011419400,28.012048300,1/10/1
6568,5992,Render,1,628.900,28.557288600,28.557302600,28.557614300,28.558243200,1/10/1
6568,4612,Render,1,628.800,25.512917300,25.512937600,25.512937600,25.513566400,1/1/1
6568,5992,Render,1,628.800,27.692149500,27.692163300,27.692504500,27.693133300,1/10/1
6568,5992,Render,1,628.800,28.516056700,28.516074600,28.516419900,28.517048700,1/10/1
6568,5992,Render,1,628.700,38.966450500,38.966464000,38.966841600,38.967470300,1/10/1
6568,5992,Render,1,628.600,38.176504500,38.176518200,38.176855800,38.177484400,1/10/1
6568,4612,Render,1,628.500,24.828890600,24.828898400,24.828898400,24.829526900,1/1/1
6568,5992,Render,1,628.500,28.301893600,28.301911500,28.302242900,28.302871400,1/10/1
6568,4612,Render,1,628.400,30.245521100,30.245544400,30.245544400,30.246172800,1/1/1
6568,5992,Render,1,628.300,38.699469500,38.699482900,38.699815700,38.700444000,1/10/1
6568,5992,Render,1,628.200,27.462203400,27.462221700,27.462689100,27.463317300,1/10/1
6568,5992,Render,1,628.200,39.538237600,39.538251100,39.538585800,39.539214000,1/10/1
6568,5992,Render,1,628.000,27.776616100,27.776636000,27.776936800,27.777564800,1/10/1
6568,4612,Render,1,628.000,32.739393100,32.739442000,32.739442000,32.740070000,1/1/1
6568,5992,Render,1,628.000,34.976864100,34.976877800,34.977212100,34.977840100,1/10/1
6568,5992,Render,1,627.900,38.487650800,38.487664200,38.488006100,38.488634000,1/10/1
6568,4612,Render,1,627.800,23.781119600,23.781141000,23.781141000,23.781768800,1/1/1
6568,5992,Render,1,627.700,38.225281800,38.225295300,38.225630400,38.226258100,1/10/1
6568,5992,Render,1,627.600,29.498041500,29.498060300,29.498391900,29.499019500,1/10/1
6568,5992,Render,1,627.500,28.039466600,28.039480500,28.039820500,28.040448000,1/10/1
6568,5992,Render,1,627.500,34.709098800,34.709116900,34.709460100,34.710087600,1/10/1
6568,4612,Render,1,627.500,37.816832500,37.816860700,37.816860700,37.817488200,1/1/1
6568,5992,Render,1,627.400,38.655636000,38.655656800,38.655981700,38.656609100,1/10/1
